venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor
Online,online,NA,NA,NA,"June 03 - 04, 2024","9:00 - 13:00 CEST",2024-06-02T22:00:00Z,2024-06-03T22:00:00Z,"Sven van der Burg, Sander van Rijn, Ewan Cahen",,ds,dc-socsci,"Introduction to python for ODISSEI summer school students",2024-06-03-dc-socsci-python-odissei,python
